Title,Company,Location,Description,total_pay,Simple_Title,Job_Level
web posting,reach communications pty ltd,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>skills required:</p> <p>excellent knowledge of <strong>word press</strong></p> <p>90+ words per minute data entry speed</p> <p>99% accuracy, high quality spelling and grammar</p> <p>reliable</p> <p>casual shifts available, from 7am or 1.00pm\xa0 monday - friday</p> <p>$25\xa0to $32 per hour</p> <p>\xa0</p></div",159750.0,Other,Middle
sql developer,fourquarters recruitment,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b"">sql developer required to design, develop and maintain robust sql solutions for a leading financial services business.<br><br><strong>responsibilities:</strong><br> <ul> <li>designing and building end to end robust solutions that handle large and varied data types, like xml, csv, web services and database sources</li> <li>interacting with partners and team members, focusing all considerations around the customer and what is right for them</li> <li>touching on all aspects of the development lifecycle including; scoping and planning, development, testing, deployment and support</li><li>producing clear and simple technical solutions from our data</li> </ul> <strong>requirements:</strong><br> <ul> <li>extensive hands on experience developing in sql</li> <li>strong background working in the financial services space, ideally with credit/collections experience</li> <li>solid experience developing in ssis, script tasks and custom plugins</li> </ul> click on the \'apply\' button or call sabina ahuja on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:(03)99828478"">(03)99828478</a></div",159750.0,Other,Middle
senior etl developer,davidson technology,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>about the company</strong><br><br>a global leader in management consulting specialising\xa0in technology, retail and banking sector.\xa0<br><br><strong>about the role</strong><br><br>a senior etl developer is needed for a federal government department located in the cbd. you will be part of a small etl/data team that focuses in big data and application design. this will be a new team and as such there are a few areas that you may find your skillset is suited to:<br><ul><li>big data - hadoop/talend</li><li>big data - etl/talend/kafka x 2</li><li>big data - application design and build</li></ul>these are contract roles\xa0with an immediate requirement. you may also have skills across hive, impala, spark, hbase, sqoop and tools such as datastage or informatica. essentially you will be responsible for an etl function in big data.<br><br><strong>about you</strong><br><br>as this role sits with a federal government\xa0department you will need australian citizenship. you will have a passion for big data and how it can be manipulated/maintained. your experience in previous roles would be solution-focused around big data elements.<br><br><strong>the benefits</strong><br><br>you will be continuing your experience in big data within a highly reputable business.\xa0<br><br>to apply, click the link and upload your current resume in microsoft word format only (.doc or .docx). if you would like to have a confidential discussion, please contact <strong>jeremy laird</strong> on <strong><a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:03%209929%209504"">03 9929 9504</a></strong>, quoting ref no. <strong>jo-1905-95166</strong>. want to know more about davidson? visit us at www.davidsonwp.com</div",197667.25,Other,Senior
senior reporting specialist - performance systems,divy associates pty ltd,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b"">the company<br>divy is part of an australian group that employs an expansive ultra-talented workforce of technologists. since our inception in 2010, divy has experienced unprecedented growth due to the adoption of our services by many of the country\'s largest public &amp; private sector organisations.<br><br>the role<br>this is an initial 6 month contract in melbourne with possible extensions for one of our telco clients. this senior specialist role will deliver a performance systems self-service reporting framework including planning, coordination, design, engagement, development and deployment, change management, tracking and status reporting. using your expertise, technical knowledge and best practices in the use of large-scale reporting visualisation tools, the key is to lead the requirements and development of an intuitive, self-explanatory visual and actionable insights reporting solution and ensure a scalable and robust self-service reporting solution. this is your opportunity to be part of an exciting large scale project and expand your skills in a dynamic environment. <br><br>your responsibilities<br> <ul> <li>design, build and operationalise a self-serve reporting capability</li> <li>create a high impact presentation and innovative visualisation of operational information on self-serve dashboard for executive and actionable insights</li> <li>continuously engage stakeholders to collect requirements, obtain feedback, identify issues as well as identify solutions and drive implementation of improvements.</li> <li>use a high level of problem solving skills to translate business needs to technical requirements,</li> <li>communicate effectively with it delivery teams, managing leadership team expectations and presenting data and insights.</li> <li>reporting process definition &amp; documentation ability for easy and clear knowledge transfer</li> <li>provide all metrics &amp; support for ongoing review and updating of reporting framework and capability needs</li> </ul> <br>your skills and experience<br> <ul> <li>7+ demonstrable commercial experience in designing, developing and operationalising dashboards and visualisations</li> <li>deep technical knowledge in tableau and other dashboard and analytics capabilities</li> <li>highly proficient in data structures &amp; design, data flow &amp; transformation, data visualisation and analytics</li> <li>deep domain knowledge in information and technology, preferably with workforce management domain knowledge</li> <li>ability to interpret and deliver rapid business requirements and translate to capability features</li> <li>demonstrable commercial experience in business intelligence &amp; visualisation tool – e.g. tableau, qlikview, business objects etc.</li> <li>highly experienced in data work flow platforms – e.g. alteryx</li> <li>consistently achieving results, even under tough circumstances and knowing the most effective and efficient processes to get things done, with a focus on continuous improvement\xa0</li> </ul></div",197667.25,Other,Senior
microsoft powerbi expert,versor pty ltd,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>about us</strong></p> <p>versor is a leader in designing and delivering advanced data analytics platforms based on microsoft and aws technologies.</p> <p>we help transform our customers by collaboratively defining strategy and creating solutions that answer the complex, high-value questions to drive revenue, cut costs, improve the customer experience and increase customer loyalty.</p> <p>\xa0</p> <p><strong>the role</strong></p> <p>an exciting opportunity is available for an experienced powerbi developer to join our team!</p> <p>a key component of this role is advanced analytics and reporting utilising powerbi and you will use your strong ux skills and commercial acumen to work with senior executives and managers to design and build world-class dashboards and reports.</p> <p>\xa0</p> <p><strong>skills &amp; requirements</strong></p> <ul> <li>strong ability to design engaging and focused data visualisations</li> <li>minimum 3 years\' of commercial microsoft power bi experience</li> <li>minimum 5 years\' experience with ms sql server</li> <li>strong stakeholder interaction skills</li> <li>strong design skills</li> <li>strong commercial acumen</li> <li>great communication skills</li></ul> <p>\xa0</p> <p><strong>what we offer</strong></p> <ul> <li>fun company environment and culture\xa0</li> <li>team hack days</li> <li>training investment\xa0in the latest technologies</li> <li>regular team social events</li> <li>ability to reach out to vendor experts through gold partner status</li></ul> <p>\xa0</p> <p><strong>how to apply</strong></p> <p>if you have the skills and experience required to be successful in this role, we would love to hear from you.</p> <p>click the ""<strong>apply</strong>"" button now and send through your resume and cover letter!\xa0</p></div",159750.0,Other,Middle
senior analyst,"department of economic development, jobs, transport & resources vic",melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>senior analyst</strong></p>\n<ul>\n<li>$96,942 - $117,293<em> (plus superannuation)</em></li>\n<li><em>ongoing\xa0 </em></li>\n<li><em>usual hours of work: full time (flexibility may be available)</em></li>\n<li><em>usual work location: melbourne cbd (flexibility may be available)</em></li>\n</ul>\n<p>the position of senior analyst forms a part of the precinct and suburbs policy branch within the precinct and suburbs group.</p>\n<p>the senior analyst will undertake advanced economic modelling and analysis to formulate big picture policy reform opportunities and develop clear and compelling evidence-based recommendations for investment and value capture and creation strategies consistent with the department\'s priority precincts agenda.</p>\n<p>to be successful in this role you will have advanced economic analysis experience and the ability to undertake complex research.\xa0</p>\n<p>do you have exceptional conceptual and analytical skills? \xa0if so, this may be the role for you…</p>\n<p>for a confidential discussion, please call jim round, executive director, precincts and suburbs policy on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:03%208392%206835"">03 8392 6835</a>.</p>\n<p>successful candidates will be required to undergo a national police records check prior to commencing employment with the department.</p>\n<p>for further information on the position, please see the attached position description.\xa0 to apply, please click the ‘apply now\' button below.</p>\n<p><strong>applications close at midnight on 19 may 2019 and must address the key selection criteria outlined in the position description.</strong></p></div",221000.0,Analyst,Senior
business analyst,peoplebank australia vic,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>we are currently looking for a business analyst who has strong banking background and experienced with sap data validation, operations transformation and interrogation</p><p><strong>your new company in a nutshell:</strong></p><p>you will be joining one of australia\'s biggest financial enterprise to work with technology</p><p><strong>your business analysis experience will see you bring strong:</strong></p><ul><li>business analysis experience</li><li>good process analysis</li><li>an ability to perform process mapping</li><li>lateral thinking</li><li>exposure to data modelling</li></ul><p><strong>this role requires:</strong></p><ul><li>analysis and specification of sap data that is accurate and verifiable in a manner that is acceptable to both business and stakeholders</li><li>support the team in all ‘on the tool’ aspects of organisational design, including production of org charts, data cleansing and validation</li><li>review mis for the strategic reporting to ensure establishment and maintenance of a best practice system, providing valuable data for review</li><li>support of systems to ensure timely and accurate management and delivery of data, including acting as a point of contact for query/problem resolution</li></ul><p>we are really looking for someone that is a more ‘all-rounder’ ba. client needs someone who is ok with larger data sets (working in excel) but happy to jump into other project governance/administration.</p><p><strong>what next?</strong></p><p><strong>apply now with your cv in word format</strong></p><p>for more information or a confidential discussion, please contact &lt;chris yang&gt; quoting reference: &lt;194325&gt;.</p></div",201500.0,Analyst,Middle
business analyst- safe agile,fourquarters recruitment,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>the company:</strong><br>you will be working for a highly sought after employer who is based in the heart of melbourne\'s cbd. this employer prides themselves on their amazing culture and are renowned for being a great place to work.\xa0<br><br><strong>the role:<br></strong>you will be working as a business analyst and reporting into a highly experienced ba practice manager. the organisation is implementing a new way of working under the safe agile methodology so you will be helping, mentoring and coaching other members of the business on this subject along with the bau duties.\xa0<br><strong><br>about you:</strong><br>to be successful\xa0in this role, you will need the following:<br> <ul> <li>be an experienced safe agilist who has worked for highly agile organisations</li> <li>have a project mindset and be comfortable working on a contract basis</li> <li>experience working in the health insurance industry is preferential but if you have worked for a large and complex organisation that is comparable please apply</li> </ul> <strong>what’s in it for you…</strong><br> <ul> <li>a generous daily rate</li> <li>an opportunity to work for a manager who has a wealth of experience who you can learn from\xa0</li> <li>this company has a great track record of extending their contractors and or converting them to permanent contracts if the opportunity arises.\xa0</li> </ul> <strong>apply:</strong><br>apply with your cv in word format via the link below or contact kate thomas at fourquarters for more information.</div",253500.0,Analyst,Middle
technical business analyst,aurec,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>technical business analyst</strong><br><br>we currently seek multiple technical business analysts for a networking project in sdn/nfv domain.<br><br><strong>main responsibilities will be as follows:</strong><br><ul><li>responsible for owning and driving the requirements management process including define the requirement elicitation workshops, drive the workshop discussions, capture the requirements and maintain the traceability</li><li>gain thorough understanding of the features to be delivered, potential business drivers, technology implications and potential process impacts</li><li>prepare workshop material with use cases, process flows and sample requirements to aid smooth discussions between the stakeholders during the workshops</li><li>organise and conduct requirement elicitation workshops amongst stakeholders from business, it, network and operations.</li><li>document the requirements as user stories, prepare use cases and process flows</li><li>maintain traceability mapping between requirements and artefacts from different phases of delivery lifecycle including architecture, design, build, test, deployment and operational management</li><li>continuously innovate on the defined processes to better serve customers and achieve the digital transformation goals.</li><li>adopt an agile and flexible approach to work and an outstanding level of professionalism and conduct</li></ul><br><strong>skills and expertise required:</strong><br><ul><li>3+ years of professional work as business analyst\xa0</li><li>requirements analyst in nfvi/sdn program with minimum of\xa01 yrs. experience in technologies including public/private cloud design, network function virtualisation, sdn, etsi/mano, shared services like dns/ntp/shared storage etc.</li><li>familiar with technologies/products including openstack, juniper contrail or equivalent, nfvo, telemetry, kubernetes, containerization, sdn gateway etc.</li><li>strong proven technical and business analysis skills including driving requirements elaboration, creating long term solution roadmap and path to achieve the goal</li><li>good understanding of the telecom chain together with an appreciation of the threats and opportunities presented by market and regulatory change agendas and an ability to articulate these</li><li>solid problem solving skills, ability to analyse complex data, identify core issues, investigate, evaluate and reach appropriate conclusions / solutions</li><li>relevant professional qualifications such as tmf or togaf certification or collaboration work with open source community will be definite plus.</li></ul><br>to be considered for this role please submit your cv to jason raju at aurec group by clicking the\xa0<strong>apply for this job</strong>\xa0button.<br> <br> <br>alternatively, please contact jason raju at aurec group on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:03%208625%200402"">03 8625 0402</a><br> <br> *only successful applicants will be contacted*</div",182000.0,Analyst,Middle
business process analysts,alchemy solutions,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>about the business</strong></p> <p> </p><p>alchemy solutions are an australian owned consultancy,\xa0we\xa0specialise\xa0in enabling our clients to interact with their customers in a secure and profitable way.\xa0\xa0</p> <p> </p><p><strong>about the role</strong></p> <p> </p><p>we need a specialist business process mapping analyst with\xa0experience in bpmn v2.\xa0</p> <ul><li> <p>we are looking for a business process analyst for an initial 6 week engagement with the following responsibilities.</p> </li><li>managing cross functional business improvement projects</li><li>facilitating workshops with a broad cross-section of stakeholders to deliver the right outcome\xa0\xa0</li><li>identifying and providing recommendations on quality and efficiency issues through the revision of\xa0business\xa0processes\xa0</li><li>training and uplifting\xa0process\xa0capability across internal stakeholders</li><li>work collaboratively with key stakeholders to deliver the above as well as execution of key priorities\xa0</li><li> <p>the requirements for this role would be:</p> </li><li>3-5 years in\xa0business\xa0process\xa0management and improvement leveraging lean six sigma methodologies</li><li>experience in\xa0business\xa0process\xa0mapping and\xa0business\xa0process\xa0re-engineering in bpmn 2.0</li><li>demonstrated experience in managing stakeholders through to delivery</li><li>demonstrated experience in self-motivating, self-directed value driven working style</li></ul> <p> </p><p><strong>skills and experience</strong></p> <p> </p><p>you must have excellent verbal and written communication skills.</p> <p>preference will be given to candidates with proven consultancy experience.</p> <p>please forward your resume to <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:pbutterss@alchemysolutions.com.au"">pbutterss@alchemysolutions.com.au</a></p> <p>alchemy solutions pty ltd</p> <p>level 1, 370 st kilda rd</p> <p>\xa0</p> <p></p></div",201500.0,Analyst,Middle
digital insights analyst | retail | decjuba,decjuba,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>do you want to join?</strong></p>  <p>a fast paced, innovative, privately female owned, retail powerhouse.</p>  <p>a ever evolving business experiencing year on year growth, with a rapidly expanding store foot print across australia &amp; new zealand,</p>  <p>a game changing women and girl\'s fashion retailer – decjuba.\xa0</p>  <p><strong>do you want to?</strong></p>  <p>be impactful and part of successful, game changing fashion retailer?</p>  <p>in this newly created opportunity in our digital team you will be responsible for managing digital analytics and data strategy for decjuba online business and associated digital channels, with the view of improving revenue, conversion rate, and customer experience.</p>  <p><strong>in this role you will be:</strong></p> <ul> <li>responsible for the effective management and delivery of accurate and actionable insights from digital channels to the team and wider organisation</li> <li>management of web analytics platforms and setting up of dashboards for reporting on key performance metrics</li> <li>analyse large and complex transaction-level, including but not limited to customer, digital, search, online, social, retail, and crm data.</li> <li>identify and articulate opportunities for optimisation to improve revenue, conversion rate and customer satisfaction</li> <li>stakeholder\xa0and vendor management,</li> <li>onboard new data sources (omni-channel, website, etc.) and\xa0experiment tracking. <p><strong>to be successful you will:</strong></p>  </li></ul><ul> <li>have extensive experience in digital data insights and analytics</li> <li>have proven experience in using ga360 and gtm360 - implementation experience highly desirable</li> <li>exposure to google cloud platform products and datalayer implementations highly advantageous</li> <li>familiarity with data visualisation tools (eg tableau, data studio, powerbi ) and/or data processing tools (e.g. bigquery, sql, etc)</li> <li>track record of configuring analytics platforms, tagging, and segmentation results for presentations</li> <li>have advanced knowledge of excel and the use of pivot tables and statistical analysis</li> <li>have the ability to work in a multi-disciplinary, collaborative, fast-paced retail environment</li> <li>possess excellent communication skills, both written and spoken, with the ability to engage with a range of key stakeholders, both internal and external <p><strong>yes?</strong></p>  <p>as we hit 120 stores and over 1300 team, jump on board the incredible journey that is decjuba.</p>  <p>there is no other brand or team like decjuba...this is it, that role, the one that never comes up in a brand that is\xa0inspiring, values driven and commercially successful!</p>  <p>don\'t miss out....do it now....</p>  </li></ul></div",201500.0,Analyst,Middle
campaign analyst,bluefin resources pty limited,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>a leading global brand is looking for a campaign analyst based in melbourne\'s cbd. you will be responsible for delivering reports to the marketing manager, conducting pre- and post-campaign reviews, and more importantly, be a pivotal addition to this global brand and its huge success!</p><p>reporting to the marketing manager, you will play an integral role in campaign delivery and performance analysis, kpi reporting and dashboard design, and delivering structured and insightful analysis leading to the improved marketing strategies.</p><p> </p><p> key responsibilities</p><ul><li>reporting on the health and performance of campaigns and their loyalty program</li><li>analysing the performance of current marketing campaigns to identify opportunities of development across products, channels and several demographics</li><li>working closely with marketing teams and identify opportunities to drive growth</li><li>interpreting the numbers in order to provide insight into the campaigns at an individual &amp; total level, making changes to our initiatives based on findings</li><li>presenting key insights to non-technical users in a clear and simple approach</li></ul><p>key skills</p><ul><li>proven experience in campaign and/or customer analysis </li><li>demonstrated creative thinking to provide innovative analysis and insights</li><li>advanced sql querying skills is required</li><li>strong verbal and communication skills is a must</li><li>tertiary qualification in engineering, mathematics, statistics or similar</li></ul><p> </p><p>this organization offers huge opportunities to drive value from our customer data and this role will be absolutely key to working with the marketing teams to understand where these opportunities are and to kick start work to take advantage of them.</p><p> </p><p>for further information, please call corrin on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:03%208330%205003"">03 8330 5003</a> or click \'apply\' to be considered!</p><p> </p><p>important: by submitting your email address and any other personal information when you apply to a job, you consent to such information being collected, held, used and disclosed in accordance with our collections notice and privacy policy.</p><p>http://www.bluefinresources.com.au/privacy-policy</p></div",201500.0,Analyst,Middle
"senior investment analyst, fund of fund (melbourne",phaidon international,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p><strong>senior investment analyst - cta, global macro, multi asset, alternative beta. location; australia - melbourne.</strong></p><p> </p><p><strong>key responsibilities</strong></p><ul><li>highly regarded institutional investment consultancy firm.</li><li>working alongside a talented fund manager / analysis team.</li><li>derivatives overlay, options - experience.</li><li>cross asset class experience; currency, rates, options.</li><li>understand protection on equities.</li><li>assist development of business and strategic activities by providing insightful market analysis.</li><li>provide up to date weekly information updates.</li><li>developing tools for investment portfolios, derivative strategies and asset classes investment &amp; manager research</li><li>perform analysis to assess the performance and risk level of alternative funds and prepare research reports</li><li>responsible for financial modelling, preparation of divestment memo, presentation of the divestment case to the investment committee and co-investors.</li><li>conduct portfolio reviews to identify key risks, performance attributes, fund manager investment styles etc</li><li>participates in research on macro-economic trend, asset allocation and various alternative funds strategies</li><li>screen and maintain internal and external data on fund and investment products</li><li>assist in devising investment strategy on products</li><li>collaborate with different teams to identify, develop and assess new investment products</li></ul><p><strong>key requirements:</strong></p><ul><li>at least 5+ years of experience in financial market industry</li><li>ideally have covered alternatives markets (funds research, hedge funds, global macro)</li><li>bachelor/master/phd degree in financial engineering, mathematics, statistics, quantitative analysis</li><li>dynamic individual that is keen on new challenges and can-do attitude</li><li>good analytical and problem-solving skills</li><li>reporting to fund manager / head of alternatives.</li><li>highly proficient with excel, and other statistical packages, and your financial modelling skills will be comprehensive. </li><li>be willing to be based in melbourne, australia office</li></ul><p> </p><p>this is an exceptional opportunity for a passionate and ambitious candidate looking to make a move to a well renowned institutional investment consultancy firm based in melbourne.</p><p>to be eligible to apply, you must have <strong>australian or new zealand citizenship or permanent residency status.</strong></p><p>if this is something that interests you directly, please send an up to date word copy of your cv.</p></div",221000.0,Analyst,Senior
finance analyst | financial services | 6 and 12 month contracts,robert walters,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>this is an exciting opportunity within a large financial services organisation. you will be tasked with providing project accounting and management accounting across the business. </p><p>initially a contract position. there is the intent to take the position permanent in the long term. the role would be suitable for candidates who have big 4 experience or who have held value adding fa or management accountant role in a large company. </p><p><strong>key responsibilities:</strong></p><ul><li>analysis (2nd level) of the performance of the business unit utilising internal reporting</li><li>analysis and commentary to support group requirements (eg results announcement, annual financial report production of management reports</li><li>financial management of business unit p&amp;l, balance sheet, and investment spend analysis (where appropriate) including the generation of transactions to the ledger (through journals), plan transfers, and issue investigation / resolution</li><li>sourcing and integration of non-financial drivers and commercial information to support performance management</li><li>effective forecasting of p&amp;l, balance sheet, and investment spend to support the finance partner</li><li>provide business case support on financial and non-financial cost and benefit information to support finance partner and project managers</li><li>provide timely and accurate business forecasts, plans and analysis to allow business partners to make better decisions.</li><li> business partnering with senior management to deliver the operational budget/forecast in accordance with group requirements.</li><li>defining and re-engineering budget and forecast processes</li></ul><p> </p><p><strong>key requirements:</strong></p><ul><li>undergraduate qualification with post graduate qualification (financial or commercial preferred)</li><li>ca, cima or cpa preferred.</li><li>track record of strong communication streams between yourself, senior management, your team members and other relevant cross-sectional members</li><li>large erp experience is advantageous</li><li>demonstrated expertise in analytical roles within large, complex environments</li></ul><p> </p><p> </p><p> </p><p>to apply please click apply or call ben wilkie smith on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:03%208628%202289"">03 8628 2289</a> for a confidential discussion.</p></div",201500.0,Analyst,Middle
corporate planning and review officer,public sector people,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><strong>public sector people (psp)\xa0</strong>are currently looking to speak to corporate planning &amp; review officers to join a local government on a temporary basis in the inner east asap.<br> <ul> <li>6 month temporary contract (possibility of longer term extension)</li> <li>great professional development opportunity</li> <li>attractive hourly rate</li> <li>walking distance from train station</li> </ul> <strong>general duties include:</strong><br> <ul> <li>focus on managing and interpreting data and interpreting trends,</li> <li>challenge the information obtained and assist others understanding</li> <li>manage the delivery of high quality reports as part of council’s regular planning and performance framework</li> <li>ensure planning and performance reporting processes are managed and communicated effectively</li> <li>support the council planning and performance team to build a culture of improved performance reporting and business planning</li> </ul> <strong>selection criteria:</strong><br> <ul> <li>public policy or business related degree or diploma and some relevant experience or lesser formal qualifications with substantial experience.</li> <li>exemplary written and visual communications skills, including a high attention to detail, capacity to edit and review complex information\xa0</li> </ul> <em><strong>get in touch for more information!</strong></em><br><br>for a confidential discussion regarding this opportunity or other positions within local government, please contact\xa0<strong>bryony reid</strong>\xa0on\xa0<strong><a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:(03)%208535%203111"">(03) 8535 3111</a></strong>.</div",159750.0,Other,Middle
senior finance analyst - healthcare,ambition,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>our client is one of victoria’s largest health care providers with a vision to change healthcare for the better through world class research, education and exceptional patient care.</p><p>they employ over 7000 staff across victoria and are an internationally recognized as a leader in clinical teaching, training and research, with numerous university and research institute affiliations.</p><p>due to internal movement they are currently looking for a senior finance analyst to join the finance department. as the 2ic to the manager you will play a key role in supporting general ledger maintenance and financial analysis for the organisation.</p><p>some of your key responsibilities will include;</p><ul><li>preparation of month end journals and reporting</li><li>lead the annual budget and forecast roll over processes</li><li>expenditure group analysis of monthly and year to date results against budget and forecast</li><li>ensure appropriate internal controls and oversight of financial resources</li><li>support development of 5-year plan</li><li>analysis and maintenance of dhhs funding schedule</li><li>standardisation and process improvements of reporting templates</li><li>support the manager in driving the continuous improvement of organisational processes, procedures, systems and reporting</li></ul><p>to be considered you will be ca/cpa qualified, with similar experience gained within the health service industry along with refined analytical skills, and an ability to identify trends and opportunities to drive the financial performance of the organisation. additionally, you will demonstrate a strong customer focus, and highly developed interpersonal, negotiation and communication skills.</p><p><strong>for a confidential discussion please call yasmin appleby on <a class=""_2zkuacf"" data-contact-match=""true"" href=""tel:8629%201034"">8629 1034</a> or \'apply now\' by clicking the button below.</strong></p><p> </p></div",221000.0,Analyst,Senior
performance analyst | $100k + super | melbourne cbd,mars recruitment,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>a highly\xa0recognised australian icon\xa0and a leader in their field, this organisation seeks a talented performance analyst to join their strategy team. with year-on-year growth and an excellent employee culture, they are a true employer of choice in the local market.\xa0<br><br>this\xa0exciting opportunity exists for a commercially focused financial performance analyst to join the business on a permanent basis.<br><br><strong>responsibilities:</strong></p> <ul> <li>support and deliver financial reviews of annual performance</li> <li>analyse and report on financial and performance data</li> <li>drive quarterly reporting and forecasting</li> <li>maintain budgeting and forecasting models</li> <li>analyse and report on various expense streams</li> <li>conduct financial modelling to provide the business with financial performance outcomes</li> <li>assist in business-wide strategic planning and projects</li> <li>ad hoc analysis and financial reporting as required\xa0</li></ul> <p><strong>essential criteria:</strong></p> <ul> <li>ca/cpa qualified\xa0</li> <li>big4 background preferred</li> <li>minimum 4-5\xa0years\' experience in a similar role</li> <li>strong financial modelling skills</li> <li>experience with tm1 is highly regarded</li> <li>strong commercial mindset with the ability to develop business-wide relationships</li></ul> <p><em>if this looks like you, please contact tayler bridger at mars recruitment via the details listed below.</em></p></div",201500.0,Analyst,Middle
senior business analyst,cpa australia,melbourne,"div data-automation=""mobiletemplate"" class=""_2e4pi2b""><p>\xa0</p> <p><strong>about us</strong></p> <p>\xa0</p> <p>cpa australia is one of the world’s leading member service organisations, with over 163,000 members across 125 countries. our core services to members include education, training, technical support and advocacy.</p> <p>our core services to members include education, training, technical support and advocacy. employees\xa0and members work together with local and international bodies to represent the views and concerns of the profession to governments, regulators, industries, academia and the general public.</p> <p>\xa0</p> <p>\xa0</p> <p><strong>about the role? </strong></p> <p>\xa0</p> <p>reporting to the business analyst practice lead, the senior\xa0business analyst will be an active participant on a variety of initiatives, from large web-based and digital projects to smaller enhancements, in agile or traditional approach environments. they will collaborate with a broad spectrum of internal and external stakeholders at all levels, to gather, analyse, review and document stakeholder requirements, through a variety of means including facilitation of workshops.</p> <p>\xa0</p> <p>you will also be responsible for:</p> <p>\xa0</p> <ul><li>liaising professionally and confidently with a diverse group of stakeholders at all levels, from executives to business users to technical experts, both internal and external.</li> <li>partnering with the business as a ‘trusted advisor’ on behalf of the technology team.</li> <li>challenging the status quo, innovative thinking and effective influencing of decision makers within boundaries of business value and technology constraints.</li> <li>understanding the political culture of the enterprise to comprehend and arbitrate a wide range of potentially conflicting stakeholder preferences and views.</li> <li>confidently facilitating workshops, focus groups and other forums – to collaborate with stakeholders; understanding their motivators, objectives, roi, risks, issues etc.</li> <li>identifying, analysing, interpreting and validating business and technical requirements in a manner aligned with project expectations, with exceptional attention to detail</li> <li>producing all types of business analysis documentation, including but not limited to, change impact assessments, business requirements and functional requirements.</li> <li>translating functional, business and technical requirements into epics, user stories and acceptance criteria, as mandated working in an agile environment.</li> </ul><p>\xa0</p> <p><strong>about you – </strong>you will have:</p> <ul><li>tertiary level qualification in information technology (it) and/or business management or equivalent practical experience.</li> <li>solid experience partnering with the business to deliver targeted, high value solutions to complex problems</li> <li>demonstrated experience as a business analyst on agile projects and ability to translate functional, business and technical requirements into epics, user stories and acceptance criteria.</li> <li>proven experience in facilitating workshops, negotiation and conflict resolution</li> <li>excellent stakeholder management, communication and engagement skills</li> <li>first class communication, writing, interpersonal, negotiation and influencing skills.</li> <li>you will also need to be a self-starter and someone who is comfortable working collaboratively with others.</li> </ul><p>\xa0</p> <p>\xa0</p> <p>\xa0</p> <p><strong>how do i apply?</strong></p> <p>click <strong>apply now</strong> to submit your application for this opportunity! should you require more information on the role, feel free to contact the recruitment team on <a class=""ne1m3o8"" data-contact-match=""true"" href=""mailto:employment@cpaaustralia.com.au"">employment@cpaaustralia.com.au</a></p> <p>to learn more about cpa australia and other opportunities, please visit our careers page at https://www.cpaaustralia.com.au/about-us/careers</p> \xa0<p>\n\n</p></div",221000.0,Analyst,Senior
